"arquivo","variavel","descricao","tipo_armazenamento","nivel_medida","fonte","preenchimento","cobertura_temporal","linhas"
"mandatos_forma_saida_suplementar.csv","id_pleito_suplementar","Pleito suplementar (eleicoes_suplementares.csv)","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","sucessor_via_suplementar","id_pessoa do vencedor do pleito","texto","Categorico","Autor, a partir das tabelas do BOCEL","66.7%",NA,3
"mandatos_forma_saida_suplementar.csv","sucessor_nome","Nome do vencedor","texto","Categorico","Autor, a partir das tabelas do BOCEL","66.7%",NA,3
"mandatos_forma_saida_suplementar.csv","sucessor_titulo","Titulo de eleitor do vencedor","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","66.7%",NA,3
"mandatos_forma_saida_suplementar.csv","via_sucessao","Via da sucessao","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","id_pleito_sucessor","Pleito que deu o sucessor","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","dt_pleito_sucessor","Data desse pleito","data ISO","Data","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","status_vencedor","vencedor_identificado ou sem_vencedor_marcado_no_tse","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","n_pleitos_suplementares","Pleitos suplementares na mesma unidade e mandato","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"mandatos_forma_saida_suplementar.csv","vencedor_e_o_ocupante_ordinario","O vencedor e a mesma pessoa do mandato afetado (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","66.7%",NA,3
"mandatos_forma_saida_suplementar.csv","fonte","Arquivos do TSE usados","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,3
"pessoas_flags_dedup.csv","id_pessoa","Pessoa no BOCEL","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%",NA,2155
"pessoas_flags_dedup.csv","ponte_nome_nascimento","A pessoa une componentes so por nome e nascimento (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%",NA,2155
"pessoas_flags_dedup.csv","so_nome_nascimento","A identificacao depende so de nome e nascimento (logico)","logico","Binario","Autor, a partir das tabelas do BOCEL","100.0%",NA,2155
"pessoas_flags_dedup.csv","classificacao","nao_auditado, consistente ou suspeito","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%",NA,2155
"auditoria_homonimos.csv","id_pessoa","Pessoa","texto","Categorico","Autor, a partir de Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_mandatos","Mandatos da pessoa","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_titulos_distintos","Titulos de eleitor distintos na componente","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_cpfs_distintos","CPFs distintos na componente","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_sem_titulo_nem_cpf","Candidaturas sem titulo nem CPF","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_comp_12","Componentes que a pessoa teria so com titulo e CPF","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","ponte_nome_nascimento","A regra nome+nascimento foi a unica ponte (logico)","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","so_nome_nascimento","A pessoa so tem nome e nascimento como chave (logico)","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","generos","Generos observados","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","ufs","UFs observadas","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_unidades","Unidades observadas","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","anos","Anos observados","texto","Ordinal","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","cargos","Cargos observados","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_nomes_distintos","Nomes distintos","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","n_nasc_distintos","Datas de nascimento distintas","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","classificacao","consistente, suspeito ou indeterminado","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","grau_suspeita","Grau da suspeita","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"auditoria_homonimos.csv","justificativa","Justificativa da classificacao","texto","Categorico","Autor, auditoria da deduplicacao","NaN%",NA,0
"mandatos_lista.csv","chave_cand","Chave da candidatura","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","id_mandato","Cadeira","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","id_pessoa","Titular eleito","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","cd_cargo","Cargo","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","ano_eleicao","Eleicao","inteiro","Ordinal","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","unidade_posicao","Unidade","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","sg_partido","Partido do titular","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","forma_saida","Forma de saida do titular","texto","Categorico","Autor, a partir de Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","data_fim_efetiva","Fim efetivo do mandato do titular","data ISO","Data","Autor, a partir de Autor, a partir das tabelas do BOCEL","86.5%","1998(1)2022",3591
"mandatos_lista.csv","data_posse","Posse do titular","data ISO","Data","Autor, a partir de Autor, a partir das tabelas do BOCEL","99.7%","1998(1)2022",3591
"mandatos_lista.csv","mandato_inicio","Inicio convencional","data ISO","Data","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","mandato_fim","Fim convencional","data ISO","Data","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","id_lista","Lista partidaria","texto","Categorico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
"mandatos_lista.csv","sq_col","SQ_COLIGACAO do TSE","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","83.8%","1998(1)2022",3591
"mandatos_lista.csv","NR_PARTIDO","Numero do partido","inteiro","Numerico","Autor, a partir das tabelas do BOCEL","100.0%","1998(1)2022",3591
