"id_mandato","cargo","sg_uf","ano_eleicao","nome_tse","forma_saida","data_evento","precisao_data","assumiu","fonte_1","trecho_1","fonte_2","trecho_2","confianca","observacao"
"M2022_GO_4_44_90001646327","VICE-GOVERNADOR","GO","2022","DANIEL ELIAS CARVALHO VILELA","assumiu_titular","2026-03-31","ato","","https://portal.al.go.leg.br/noticias/163529","Alego empossa Daniel Vilela como chefe do Executivo Estadual 31 de Março de 2026 às 14:50 [...] o vice-governador Daniel Vilela assumiu, agora a pouco, durante sessão solene realizada na Assembleia Legislativa, o Governo de Goiás","https://g1.globo.com/go/goias/eleicoes/2026/noticia/2026/03/31/ronaldo-caiado-deixa-governo-e-transfere-cargo-a-daniel-vilela.ghtml","Em menos de seis minutos após entrar na Assembleia, Daniel fez o juramento e leu os termos da posse, concluindo com a assinatura do documento.","alta","Posse como governador na Alego em 31/03/2026, na mesma sessão em que Caiado entregou a renúncia. A Alego registra que ele 'substituiu definitivamente' Caiado (https://portal.al.go.leg.br/noticias/163542). O cargo de vice fica vago. Mandato de 2022 (em_curso=TRUE) em que o vice sucedeu em definitivo; forma_atual (nao_observado) deve ser atualizada."
"M1998_MA_3_25_100001003000251","GOVERNADOR","MA","1998","ROSEANA SARNEY MURAD","renuncia","2002-04-05","ato","José Reinaldo Tavares (vice-governador)","https://www1.folha.uol.com.br/folha/brasil/ult96u31013.shtml","Roseana Sarney (PFL) já não é mais governadora do Maranhão. Ela entregou uma carta-renúncia ao presidente da Assembléia Legislativa, deputado Manoel Ribeiro (PSD), no final da manhã de hoje","https://web.archive.org/web/20020409091955id_/http://jbonline.terra.com.br:80/jb/papel/brasil/2002/04/06/jorbra20020406001.html","encontrados na empresa Lunus, de propriedade da ex-governadora do Maranhão e do marido.","media","Folha Online de 05/04/2002 (12h54) dá a entrega da carta de renúncia à Assembleia nesse dia; Agência Folha do mesmo dia (22h10, ult96u31039) relata a transmissão de posse a José Reinaldo no fim da tarde. O Jornal do Brasil de 07/04/2002 (cópia do Wayback Machine) já a trata como ex-governadora, mas não dá o dia. Renúncia em meio ao caso Lunus, como pré-candidata do PFL à Presidência; depois disputou e ganhou vaga no Senado. Não localizei ato no Diário Oficial ou página da ALEMA."
"M2006_MA_3_12_10095","GOVERNADOR","MA","2006","JACKSON KEPLER LAGO","cassacao","2009-04-16","ato","Roseana Sarney (segunda colocada em 2006, empossada por determinação do TSE)","https://web.archive.org/web/2009id_/http://g1.globo.com/Noticias/Politica/0,,MUL1088314-5601,00-TSE+NEGA+RECURSOS+E+CONFIRMA+CASSACAO+DO+GOVERNADOR+DO+MARANHAO.html","O Tribunal Superior Eleitoral (TSE) confirmou nesta quinta-feira (16), por unanimidade, a cassação dos mandatos do governador do Maranhão, Jackson Lago (PDT), e de seu vice, Luiz Carlos Porto (PPS).","https://politica.estadao.com.br/noticias/geral,tse-sela-cassacao-de-lago-e-manda-empossar-roseana-ja,356256","O Tribunal Superior Eleitoral (TSE) confirmou ontem a cassação do governador do Maranhão, Jackson Lago (PDT), e de seu vice, Luís Carlos Porto, e determinou que o governo seja imediatamente assumido pela senadora Roseana Sarney (PMDB)","alta","Cassação por abuso de poder na eleição de 2006 (recurso contra expedição de diploma). O TSE cassou os mandatos na madrugada de 04/03/2009, mas permitiu a permanência no cargo até o julgamento dos embargos, rejeitados em 16/04/2009 com ordem de posse imediata de Roseana. A posse de Roseana ocorreu em 17/04/2009 (g1, nota lateral da mesma página: 'Roseana Sarney foi empossada no cargo nesta sexta'), data que coincide com fim_wp. Fonte_1 lida pela cópia do Wayback Machine (URL original do g1 retorna 404). Não localizei a notícia no site do TSE."
"M2018_MA_3_65_100000603926","GOVERNADOR","MA","2018","FLÁVIO DINO DE CASTRO E COSTA","renuncia","2022-04-02","ato","Carlos Brandão (vice-governador)","https://www.al.ma.leg.br/noticias2/43213","A solenidade foi iniciada com a leitura da Carta Renúncia do governador Flávio Dino, lida pela 1ª secretária da Mesa Diretora, deputada Andreia Rezende (PSB), seguida do juramento à Constituição pelo empossado.","https://jornalpequeno.com.br/2022/04/02/brandao-assume-neste-sabado-o-cargo-de-governador-do-maranhao/","O governador Flávio Dino oficializa neste sábado (2) sua renúncia ao Governo do Maranhão para disputar as eleições de 2022.","alta","Dino anunciou a saída em cerimônia no Teatro Arthur Azevedo na noite de 31/03/2022 (g1 MA, 01/04/2022), mas a carta de renúncia foi lida na sessão solene da ALEMA em 02/04/2022, antes da posse de Brandão. A matéria do Jornal Pequeno reproduz texto da Agência Assembleia (ALEMA). Renúncia para disputar o Senado. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_MA_4_251_100001004002511","VICE-GOVERNADOR","MA","1998","JOSÉ REINALDO CARNEIRO TAVARES","assumiu_titular","2002-04-05","ato","","https://www1.folha.uol.com.br/folha/brasil/ult96u31039.shtml","os caciques pefelistas não ficaram na capital maranhense para assistir à transmissão de posse, que ocorreu no final da tarde e foi seguida de uma festa popular. Depois de passar a faixa ao vice, José Reinaldo Tavares (PFL)","https://www1.folha.uol.com.br/folha/brasil/ult96u31013.shtml","Roseana Sarney (PFL) já não é mais governadora do Maranhão. Ela entregou uma carta-renúncia ao presidente da Assembléia Legislativa, deputado Manoel Ribeiro (PSD), no final da manhã de hoje","media","As duas fontes são do grupo Folha (Agência Folha e Folha Online, ambas de 05/04/2002), portanto não independentes. A Folha de S.Paulo impressa de 05/04/2002 (fc0504200224) já dizia que o PFL queria que ela revelasse os doadores 'hoje, ao passar ao cargo ao seu vice, José Reinaldo'. Página da Câmara registra José Reinaldo como governador 2002 a 2006, sem dia. José Reinaldo foi eleito governador em outubro de 2002."
"M2006_MA_4_12_10112","VICE-GOVERNADOR","MA","2006","LUIS CARLOS PORTO","cassacao","2009-04-16","ato","João Alberto Souza (candidato a vice na chapa de Roseana Sarney)","https://web.archive.org/web/2009id_/http://g1.globo.com/Noticias/Politica/0,,MUL1088314-5601,00-TSE+NEGA+RECURSOS+E+CONFIRMA+CASSACAO+DO+GOVERNADOR+DO+MARANHAO.html","A Corte também decidiu dar posse imediata à senadora Roseana Sarney (PMDB) no cargo de governadora e ao ex-senador João Alberto (PMDB) no de vice.","https://politica.estadao.com.br/noticias/geral,tse-sela-cassacao-de-lago-e-manda-empossar-roseana-ja,356256","O Tribunal Superior Eleitoral (TSE) confirmou ontem a cassação do governador do Maranhão, Jackson Lago (PDT), e de seu vice, Luís Carlos Porto","alta","forma_atual no banco é assumiu_titular, o que está errado: Porto foi cassado junto com o titular e não assumiu o governo. Primeira decisão de cassação em 04/03/2009 (g1, MUL1026638); embargos rejeitados em 16/04/2009. fim_wp 2009-04-16 coincide. Fonte_1 lida pela cópia do Wayback Machine."
"M2010_MA_4_15_100000000205","VICE-GOVERNADOR","MA","2010","JOAQUIM WASHINGTON LUIZ DE OLIVEIRA","renuncia","2013-12-02","intervalo","","https://web.archive.org/web/20190725102601id_/http://site.tcema.tc.br/index.php/noticias-internet/268-washington-oliveira-e-empossado-como-conselheiro-do-tce","Em sessão extraordinária realizada nesta segunda-feira (02), o ex-vice governador do Maranhão, Washington Oliveira, foi empossado como conselheiro do Tribunal de Contas do Estado","http://www1.folha.uol.com.br/poder/2014/12/1560261-roseana-sarney-renuncia-ao-governo-do-maranhao.shtml","porque o vice de Roseana, Washington Luiz, renunciou em novembro de 2013 para se tornar conselheiro do Tribunal de Contas do Estado.","media","data exata entre 2013-11-28 a 2013-12-02. Renúncia para assumir vaga de conselheiro do TCE-MA. Dia exato não localizado: a Gazeta do Povo (Agência O Globo, 29/11/2013) informa que a Assembleia o elegeu conselheiro na quinta-feira (28/11) e que ele 'vai renunciar à vice-governadoria para poder tomar posse'; a notícia do TCE-MA, publicada em 02/12/2013, já o chama de ex-vice na posse daquele dia. A renúncia ocorreu, portanto, entre 28/11 e 02/12/2013; fim_wp 2013-11-29 é compatível, mas não foi confirmado. Fonte_1 é notícia oficial do TCE-MA, lida em cópia do Wayback Machine. O cargo de vice ficou vago; em 10/12/2014 o presidente da Assembleia, Arnaldo Melo, assumiu o governo com a renúncia de Roseana (Agência Brasil)."
"M2018_MA_4_65_100000603919","VICE-GOVERNADOR","MA","2018","CARLOS ORLEANS BRANDÃO JÚNIOR","assumiu_titular","2022-04-02","ato","","https://www.al.ma.leg.br/noticias2/43213","A solenidade foi iniciada com a leitura da Carta Renúncia do governador Flávio Dino, lida pela 1ª secretária da Mesa Diretora, deputada Andreia Rezende (PSB), seguida do juramento à Constituição pelo empossado.","https://jornalpequeno.com.br/2022/04/02/brandao-assume-neste-sabado-o-cargo-de-governador-do-maranhao/","A Assembleia Legislativa do Maranhão realizará, na tarde deste sábado (2), a sessão solene de posse do vice Carlos Brandão (PSB) como governador do Estado.","alta","Fonte_1 é texto da Agência Assembleia (ALEMA) reproduzido pelo Jornal Pequeno, publicado antes da cerimônia; o g1 MA confirma a posse realizada. Brandão foi reeleito governador em 2022 (UOL, 02/10/2022). fim_wp 2022-04-02 coincide com as fontes. Fonte_1 atualizada em 21/09/2026 para noticia publicada por orgao publico, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2006_MG_3_45_10104","GOVERNADOR","MG","2006","AÉCIO NEVES DA CUNHA","renuncia","2010-03-30","ato","Antonio Augusto Junho Anastasia","https://www.almg.gov.br/acompanhe/noticias/arquivos/2010/03/Not_787003.html","No curto comunicado lido na Reunião Ordinária de Plenário desta terça-feira (30/3/10), Aécio agradeceu ao presidente da ALMG, deputado Alberto Pinto Coelho (PP), e informou que deixa a chefia do Executivo cumprindo a Constituição","http://www1.folha.uol.com.br/folha/brasil/ult96u715137.shtml","o governador de Minas, Aécio Neves (PSDB), 50, deixou ontem o cargo e passou o Grande Colar da Inconfidência para o vice Antonio Augusto Junho Anastasia (PSDB), 48, agora o novo governador. Aécio, que renunciou para disputar o Senado","media","Renúncia para disputar o Senado (desincompatibilização). O ofício de renúncia foi entregue ao presidente da ALMG e lido em Plenário em 30/03/2010 (ALMG, Not_787003 e Not_786902), e a notícia da ALMG de 30/03 diz que com a renúncia lida naquele dia Anastasia passa a responder pelo governo. A posse de Anastasia na ALMG e a transmissão no Palácio da Liberdade foram em 31/03/2010, data que a Folha (01/04/2010, 'deixou ontem o cargo') e fim_wp registram. data_evento = data da renúncia lida em Plenário. Confiança média pela diferença de um dia entre o ato de renúncia (30/03) e a transmissão (31/03)."
"M2010_MG_3_45_130000000950","GOVERNADOR","MG","2010","ANTONIO AUGUSTO JUNHO ANASTASIA","renuncia","2014-04-04","ato","Alberto Pinto Coelho Junior","https://www.almg.gov.br/acompanhe/noticias/arquivos/2014/04/2_plenario_renuncia_anastasia.html","Na Reunião Ordinária de Plenário da Assembleia Legislativa de Minas Gerais (ALMG) desta quarta-feira (2/4/14), foi lido ofício do governador Antonio Anastasia comunicando sua renúncia ao cargo a partir desta sexta-feira (4).","http://www1.folha.uol.com.br/poder/2014/04/1435792-novo-governador-de-mg-toma-posse-e-buscara-apoio-do-pp-a-aecio.shtml","Oficialmente governador de Minas Gerais desde as 10h58 desta sexta-feira (4), Alberto Pinto Coelho (PP) tomou posse na Assembleia Legislativa do Estado","alta","Ofício de renúncia lido na ALMG em 02/04/2014, com efeito a partir de 04/04/2014, dia da posse de Alberto Pinto Coelho (ALMG, notícia de 04/04/2014). A ALMG registra a renúncia para participar da elaboração do plano de campanha de Aécio Neves à Presidência, e a Folha (04/04/2014) informa que Anastasia também deveria concorrer ao Senado. fim_wp confere."
"M2022_MG_3_30_130001701690","GOVERNADOR","MG","2022","ROMEU ZEMA NETO","renuncia","2026-03-22","ato","Mateus Simões de Almeida","https://www.almg.gov.br/comunicacao/noticias/arquivos/Assembleia-da-posse-a-novo-governador-de-Minas/","a Assembleia Legislativa de Minas Gerais (ALMG) empossou o novo governador Mateus Simões de Almeida (PSD) , neste domingo (22/3/26). Simões assume no lugar de Romeu Zema (Novo) , que renunciou ao mandato para concorrer a um cargo de nível federal","https://www1.folha.uol.com.br/poder/2026/03/zema-renuncia-em-mg-com-ataques-ao-governo-lula.shtml","O governador de Minas Gerais, Romeu Zema (Novo), renunciou ao cargo neste domingo (22) com um discurso marcado por críticas ao governo Lula (PT)","alta","Renúncia para disputar a Presidência da República (desincompatibilização). A ALMG anunciou em 16/03/2026 que Zema renunciaria ao cargo a partir de domingo, 22/03/2026, dia da posse de Mateus Simões em Reunião Solene. fim_wp confere."
"M2006_MG_4_45_10105","VICE-GOVERNADOR","MG","2006","ANTONIO AUGUSTO JUNHO ANASTASIA","assumiu_titular","2010-03-31","ato","","https://www.almg.gov.br/acompanhe/noticias/arquivos/2010/03/Not_787166.html","foram alguns dos compromissos assumidos pelo governador Antonio Augusto Junho Anastasia em seu discurso de posse, na manhã desta quarta-feira (31/3/10). A solenidade foi realizada na Assembleia Legislativa de Minas Gerais","http://www1.folha.uol.com.br/folha/brasil/ult96u715137.shtml","o governador de Minas, Aécio Neves (PSDB), 50, deixou ontem o cargo e passou o Grande Colar da Inconfidência para o vice Antonio Augusto Junho Anastasia (PSDB), 48, agora o novo governador.","alta","Assumiu o governo em definitivo com a renúncia de Aécio Neves, cujo ofício foi lido na ALMG em 30/03/2010. Posse como governador na ALMG em 31/03/2010 (notícia da Folha publicada em 01/04/2010). A notícia da ALMG de 30/03/2010 (Not_786930) diz que, com a renúncia lida naquele dia, Anastasia passa a responder pelo governo. Cargo de vice-governador vago de 31/03/2010 até o fim do mandato. Reeleito governador em 2010."
"M2010_MG_4_45_130000000951","VICE-GOVERNADOR","MG","2010","ALBERTO PINTO COELHO JUNIOR","assumiu_titular","2014-04-04","ato","","https://www.almg.gov.br/acompanhe/noticias/arquivos/2014/04/04_plenario_posse_alberto_pinto_coelho.html","Ele foi empossado chefe do Poder Executivo estadual em solenidade realizada na Assembleia Legislativa de Minas Gerais (ALMG) nesta sexta-feira (4/4/14).","http://www1.folha.uol.com.br/poder/2014/04/1435792-novo-governador-de-mg-toma-posse-e-buscara-apoio-do-pp-a-aecio.shtml","Oficialmente governador de Minas Gerais desde as 10h58 desta sexta-feira (4), Alberto Pinto Coelho (PP) tomou posse na Assembleia Legislativa do Estado","alta","Assumiu o governo em definitivo com a renúncia de Antonio Anastasia (ofício lido na ALMG em 02/04/2014, com efeito a partir de 04/04/2014). Cargo de vice-governador vago de 04/04/2014 até o fim do mandato."
"M2022_MG_4_30_130001701691","VICE-GOVERNADOR","MG","2022","MATEUS SIMÕES DE ALMEIDA","assumiu_titular","2026-03-22","ato","","https://www.almg.gov.br/comunicacao/noticias/arquivos/Assembleia-da-posse-a-novo-governador-de-Minas/","a Assembleia Legislativa de Minas Gerais (ALMG) empossou o novo governador Mateus Simões de Almeida (PSD) , neste domingo (22/3/26). Simões assume no lugar de Romeu Zema (Novo) , que renunciou ao mandato","https://www1.folha.uol.com.br/poder/2026/03/zema-renuncia-em-mg-com-ataques-ao-governo-lula.shtml","O governador de Minas Gerais, Romeu Zema (Novo), renunciou ao cargo neste domingo (22) com um discurso marcado por críticas ao governo Lula (PT)","alta","Assumiu o governo em definitivo com a renúncia de Romeu Zema, em 22/03/2026, com posse em Reunião Solene da ALMG no mesmo dia. A Folha (22/03/2026) registra que Zema passou o cargo ao vice Mateus Simões. Cargo de vice-governador vago a partir de 22/03/2026. Simões é candidato a governador em 2026."
"M2002_MS_4_13_730","VICE-GOVERNADOR","MS","2002","EGON KRAKHECKE","fim_regular","2006-12-31","convencional","","http://www.correiodoestado.com.br/noticias/os-vice-governadores-de-mato-grosso-do-sul/2719","Egon Krackekhe, militante histórico do PT douradense, atuou como vice-governador entre 2003 e 2007, no segundo governo Zeca.","","","media","Uma única fonte independente (Correio do Estado, grafia 'Krackekhe'). A mesma matéria registra que, em 2006, 'havia uma possibilidade de o governador Zeca renunciar para ser candidato ao Senado, fato que acabou por não ocorrer', e que Egon foi lançado candidato a senador e ficou em segundo lugar; vice não precisa renunciar para disputar outro cargo, e não encontrei indício de saída antecipada. A lista da Wikipédia de vice-governadores de MS (grafia 'Krakheche') dá 01/01/2003 a 01/01/2007, citando a mesma matéria. Não localizei fonte oficial (ALEMS e governo de MS não têm acervo de notícias de 2006 acessível)."
"M1998_MT_3_45_110001103000451","GOVERNADOR","MT","1998","DANTE MARTINS DE OLIVEIRA","renuncia","2002-04-06","ato","Rogério Salles","https://web.archive.org/web/20210508030339/https://www.al.mt.gov.br/midia/texto/assembleia-legislativa-empossa-rogerio-salles/visualizar","Sábado, 6 de abril de 2002 00h00 [...] Rogério Salles acaba de ser empossado governador do estado pela Assembléia Legislativa, após a renúncia do titular Dante Martins de Oliveira que se desincompatibilizou","","","media","Uma fonte oficial (notícia da ALMT, hoje fora do ar em https://www.al.mt.gov.br/midia/texto/assembleia-legislativa-empossa-rogerio-salles/visualizar e lida na cópia do Internet Archive). O horário '00h00' indica data possivelmente atribuída na migração do acervo; a data coincide com fim_wp e com o último dia do prazo de desincompatibilização para a eleição de 06/10/2002, mas a lista da Wikipédia de vice-governadores de MT encerra o mandato de vice de Salles em 05/04/2002, um dia antes. A Folha (https://www1.folha.uol.com.br/folha/brasil/ult96u80167.shtml) confirma que Dante governou 'de 1999 a 2002' e disputou o Senado em 2002, sem dia. Segunda fonte com data exata não localizada."
"M2006_MT_3_23_10323","GOVERNADOR","MT","2006","BLAIRO BORGES MAGGI","renuncia","2010-03-31","ato","Silval Barbosa","https://web.archive.org/web/20100418064131/http://www.mt.gov.br:80/wps/portal/!ut/p/kcxml/04_Sj9SPykssy0xPLMnMz0vM0Y_QjzKLN4p38wPJgFjGpvqRyCIG8Y5wAV-P_NxU_SB9b_0A_YLc0IhyR0dFAC2xHoQ!/delta/base64xml/L0lDU0lKQ1RPN29na21BISEvb0VvUUFBSVFnakZJQUFRaENFSVFqR0VBLzRKRmlDbzBlaDFpY29uUVZHaGQtc0lRIS83XzJfMjFMLzg!?WCM_PORTLET=PC_7_2_21L_WCM&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/e-MatoGrosso/Not%C3%ADcias/Not%C3%ADcias/Confira+lista+do+secretariado+do+governador+Silval+Barbosa&siteArea=Governo&con=Confira+lista+do+secretariado+do+governador+Silval+Barbosa","Confira lista do secretariado do governador Silval Barbosa [...] 31/03/2010 O governador Silval Barbosa (PMDB), empossado há pouco, já divulgou a lista de secretariado que irão acompanhá-lo até o dia 31 de dezembro.","https://web.archive.org/web/20150101091504/http://noticias.terra.com.br/brasil/politica/blairo-maggi-deixa-governo-de-mt-para-concorrer-ao-senado,238a63fc8940b310VgnCLD200000bbcceb0aRCRD.html","31 de março de 2010 • 13h34 [...] Blairo Maggi (PR), transferiu na manhã desta quarta-feira, o cargo de governador de Mato Grosso para o vice, Silval Barbosa (PMDB). Ambos irão disputar as eleições, Maggi concorre ao Senado","alta","Renúncia para desincompatibilização (candidatura ao Senado), com transmissão do cargo a Silval Barbosa em 31/03/2010. Fonte_1 é o portal do Governo de MT (e-Mato Grosso) na cópia do Internet Archive; fonte_2 é o Terra, também lida no Internet Archive. Nenhuma das duas usa literalmente a palavra renúncia; o Terra diz que Maggi 'transferiu' o cargo para concorrer ao Senado. fim_wp coincide."
"M2022_MT_3_44_110001643543","GOVERNADOR","MT","2022","MAURO MENDES FERREIRA","renuncia","2026-03-31","ato","Otaviano Pivetta","https://www.secom.mt.gov.br/w/otaviano-pivetta-toma-posse-como-governador-de-mato-grosso-com-foco-em-parcerias-com-munic%C3%ADpios","O governador Otaviano Pivetta tomou posse nesta terça-feira (31.3), em cerimônia na Assembleia Legislativa de Mato Grosso, em Cuiabá. Depois, Otaviano recebeu a faixa governamental do ex-governador Mauro Mendes em evento no Allure Hall.","https://www.metropoles.com/brasil/otaviano-pivetta-assume-o-governo-de-mt-nesta-terca-feira-31-3","31/03/2026 11:30 [...] O vice-governador Otaviano Pivetta (Republicanos) assumirá o governo de Mato Grosso nesta terça-feira (31/3) durante evento solene na Assembleia Legislativa, às 14h30. A solenidade marca a saída do governador Mauro Mendes","media","Renúncia para disputar o Senado. A data vem de matérias publicadas antes da cerimônia (Metrópoles, 31/03/2026 às 11h30; FolhaMax, 30/03/2026, https://www.folhamax.com/entrelinhas/pivetta-concede-coletiva-apos-posse/544952, 'cerimônia de posse prevista para às 14h30' de terça-feira 31), e o G1 confirma a renúncia sem dar a data. A notícia oficial da ALMT citada pela Wikipédia (https://www.al.mt.gov.br/midia/texto/almt-da-posse-a-otaviano-pivetta-como-governador-apos-renuncia-de-mauro-mendes/visualizar) retorna 404, e o portal do governo de MT suspendeu notícias institucionais no período eleitoral. fim_wp coincide. Mandato marcado em_curso=TRUE, mas houve saída antecipada. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M1998_MT_4_451_110001104004511","VICE-GOVERNADOR","MT","1998","JOSÉ ROGERIO SALLES","assumiu_titular","2002-04-06","ato","","https://web.archive.org/web/20210508030339/https://www.al.mt.gov.br/midia/texto/assembleia-legislativa-empossa-rogerio-salles/visualizar","Sábado, 6 de abril de 2002 00h00 [...] Rogério Salles acaba de ser empossado governador do estado pela Assembléia Legislativa, após a renúncia do titular Dante Martins de Oliveira","","","media","Sem par na lista da Wikipédia de governadores (motivo do caso). Uma fonte oficial (notícia da ALMT lida na cópia do Internet Archive; o endereço original retorna 404). O horário '00h00' sugere data de migração do acervo; a lista da Wikipédia de vice-governadores de MT dá 05/04/2002 como fim do mandato de vice e a de governadores dá 06/04/2002 como fim do de Dante. O governador seguinte na lista da Wikipédia é Blairo Maggi (2003). O cargo de vice ficou vago. Segunda fonte não localizada."
"M2006_MT_4_23_10322","VICE-GOVERNADOR","MT","2006","SILVAL DA CUNHA BARBOSA","assumiu_titular","2010-03-31","ato","","https://web.archive.org/web/20100418064131/http://www.mt.gov.br:80/wps/portal/!ut/p/kcxml/04_Sj9SPykssy0xPLMnMz0vM0Y_QjzKLN4p38wPJgFjGpvqRyCIG8Y5wAV-P_NxU_SB9b_0A_YLc0IhyR0dFAC2xHoQ!/delta/base64xml/L0lDU0lKQ1RPN29na21BISEvb0VvUUFBSVFnakZJQUFRaENFSVFqR0VBLzRKRmlDbzBlaDFpY29uUVZHaGQtc0lRIS83XzJfMjFMLzg!?WCM_PORTLET=PC_7_2_21L_WCM&WCM_GLOBAL_CONTEXT=/wps/wcm/connect/e-MatoGrosso/Not%C3%ADcias/Not%C3%ADcias/Confira+lista+do+secretariado+do+governador+Silval+Barbosa&siteArea=Governo&con=Confira+lista+do+secretariado+do+governador+Silval+Barbosa","31/03/2010 O governador Silval Barbosa (PMDB), empossado há pouco, já divulgou a lista de secretariado que irão acompanhá-lo até o dia 31 de dezembro.","https://web.archive.org/web/20150101091504/http://noticias.terra.com.br/brasil/politica/blairo-maggi-deixa-governo-de-mt-para-concorrer-ao-senado,238a63fc8940b310VgnCLD200000bbcceb0aRCRD.html","Blairo Maggi (PR), transferiu na manhã desta quarta-feira, o cargo de governador de Mato Grosso para o vice, Silval Barbosa (PMDB).","alta","Posse como governador em 31/03/2010, com a saída de Blairo Maggi para disputar o Senado; o portal do governo informava que o secretariado o acompanharia 'até o dia 31 de dezembro'. Fontes lidas em cópias do Internet Archive. O cargo de vice ficou vago; sucessor_wp (Chico Daltro, 2011) é o vice do mandato seguinte."
"M2014_MT_4_12_110000000002","VICE-GOVERNADOR","MT","2014","CARLOS HENRIQUE BAQUETA FÁVARO","renuncia","2018-04-05","ato","","https://g1.globo.com/mt/mato-grosso/noticia/vice-governador-de-mato-grosso-anuncia-renuncia-do-cargo.ghtml","05/04/2018 15h04 [...] O vice-governador de Mato Grosso, Carlos Fávaro (PSD), anunciou nesta quinta-feira (5) que protocolou na Assembleia Legislativa de Mato Grosso (ALMT) a renúncia ao cargo.","","","media","Renúncia protocolada na ALMT em 05/04/2018; em nota, Fávaro atribuiu a saída a decisão do partido e ao interesse em disputar cargo eletivo. Uma fonte (G1). Não localizei a leitura da renúncia em sessão da ALMT nem publicação oficial; a data do ato pode diferir se a Assembleia só a leu depois. fim_wp coincide. O cargo de vice ficou vago até 2019 (sucessor_wp Otaviano Pivetta, vice do mandato seguinte). forma_atual (nao_observado) deve ser atualizada."
"M2022_MT_4_44_110001643542","VICE-GOVERNADOR","MT","2022","OTAVIANO OLAVO PIVETTA","assumiu_titular","2026-03-31","ato","","https://www.secom.mt.gov.br/w/otaviano-pivetta-toma-posse-como-governador-de-mato-grosso-com-foco-em-parcerias-com-munic%C3%ADpios","O governador Otaviano Pivetta tomou posse nesta terça-feira (31.3), em cerimônia na Assembleia Legislativa de Mato Grosso, em Cuiabá. Depois, Otaviano recebeu a faixa governamental do ex-governador Mauro Mendes em evento no Allure Hall.","https://www.metropoles.com/brasil/otaviano-pivetta-assume-o-governo-de-mt-nesta-terca-feira-31-3","O vice-governador Otaviano Pivetta (Republicanos) assumirá o governo de Mato Grosso nesta terça-feira (31/3) durante evento solene na Assembleia Legislativa, às 14h30.","media","Sucessão definitiva confirmada pelo G1 (agosto de 2026), que não dá a data. O dia 31/03/2026 vem de matérias anteriores à cerimônia (Metrópoles e FolhaMax, https://www.folhamax.com/entrelinhas/pivetta-concede-coletiva-apos-posse/544952). A notícia da ALMT sobre a posse retorna 404 e não há cópia no Internet Archive. O cargo de vice fica vago. Mandato de 2022 (em_curso=TRUE) em que o vice sucedeu em definitivo. Fonte_1 atualizada em 21/09/2026 para pagina oficial do orgao, apos conferir o trecho no documento baixado; a fonte de imprensa que estava em fonte_1 passa a fonte_2, como pista."
"M2022_PA_3_15_140001651993","GOVERNADOR","PA","2022","HELDER ZAHLUTH BARBALHO","renuncia","2026-04-02","ato","Hana Ghassan Tuma","https://www.alepa.pa.gov.br/Comunicacao/Noticia/11627/mensagem-de-renuncia-de-helder-e-entregue-ao-legislativo-e-marca-transicao-no-governo-do-para","O agora ex-governador Helder Barbalho (MDB) formalizou a renúncia ao cargo de chefe do Executivo estadual ao assinar e encaminhar a mensagem oficial ao Poder Legislativo durante cerimônia realizada nesta quinta-feira, 2 de abril","https://correiodecarajas.com.br/hana-ghassan-toma-posse-como-nova-governadora-do-estado-do-para/","Ela recebeu o cargo das mãos de Helder Barbalho, que renunciou ao mandato para cumprir o prazo de desincompatibilização exigido pela Justiça Eleitoral, já que disputará uma vaga no Senado Federal nas eleições de outubro.","alta","Renúncia para disputar o Senado em 2026 (desincompatibilização). Notícia da ALEPA publicada em 03/04/2026 refere o ato de quinta-feira, 2 de abril de 2026; CNN Brasil (02/04/2026) confirma a data. Mandato de 2022 ainda em curso, exercido por Hana Ghassan."
